,Brewery,Style,Name,ReviewsNumber,OverallReview,Aroma,Appearance,Palate,Taste,BeerABV,PersonalRating,Comment,Favorite
5104,Columbus Brewing Company,Fruit / Vegetable Beer,Columbus Apricot Ale,1037278394.0,4.0,3.5,4.0,4.0,4.0,5.0,-1,Unfilled,False
5105,King & Barnes Ltd.,Winter Warmer,King & Barnes Festive,1053333159.0,3.5,4.0,3.5,4.0,4.0,5.0,-1,Unfilled,False
5106,French Broad Brewing Co.,English Brown Ale,In Flander's Fields Brown Ale,1032515989.0,3.5,3.0,3.0,3.0,3.0,5.6,-1,Unfilled,False
5107,Sophisticated Otter Restaurant & Brewing Co.,American Porter,Otter Porter,1032516136.0,3.5,3.5,5.0,3.5,4.0,-1.0,-1,Unfilled,False
5108,French Broad Brewing Co.,Witbier,Laurel Country White,1158343737.0,3.5,4.0,4.0,4.0,3.5,5.1,-1,Unfilled,False
5109,Sophisticated Otter Restaurant & Brewing Co.,American Pale Ale (apa),Otter Pale Ale,1032516459.0,3.5,3.0,3.0,3.0,3.5,-1.0,-1,Unfilled,False
5110,Thomas Creek Brewery,Doppelbock,Deep Water Dopplebock,1171595710.0,4.0,3.5,3.5,4.0,3.5,6.25,-1,Unfilled,False
5111,Catawba Valley Brewing Company,American Stout,Honest Injun Stout,1140823482.0,4.5,4.0,3.5,3.5,4.5,5.0,-1,Unfilled,False
5112,J.j. Bitting Brewing Company,American Blonde Ale,Victoria's Golden Ale,1208631169.0,4.0,3.5,4.0,4.0,3.5,4.2,-1,Unfilled,False
5113,J.j. Bitting Brewing Company,American Pale Wheat Ale,J.j.'s Raspberry Wheat,1032529078.0,4.0,5.0,4.0,4.5,4.5,4.5,-1,Unfilled,False
5114,J.j. Bitting Brewing Company,American Amber / Red Lager,Avenel Amber,1073262506.0,3.5,4.0,4.0,3.0,3.5,4.7,-1,Unfilled,False
5115,J.j. Bitting Brewing Company,American Ipa,Garden State Ipa,1242537116.0,4.5,4.0,4.0,4.0,4.0,5.0,-1,Unfilled,False
5116,Spilker Ales,American Stout,Xpo,1050924637.0,3.0,4.0,3.0,3.0,3.0,-1.0,-1,Unfilled,False
5117,Aldaris,Euro Pale Lager,Zelta,1106415195.0,3.0,2.5,4.5,3.0,3.0,5.2,-1,Unfilled,False
5118,New Holland Brewing Company,Tripel,New Holland Black Tulip Trippel Ale,1152932593.0,4.0,4.5,4.0,4.0,4.0,9.0,-1,Unfilled,False
5119,Labatt Brewing Company Ltd.,American Malt Liquor,Labatt Maximum Ice,1212614011.0,3.5,3.0,3.0,2.0,3.0,7.1,-1,Unfilled,False
5120,Brouwerij Bavik,Witbier,Bavik Witte Ezel (white Donkey),1098316528.0,4.5,4.5,3.5,4.5,5.0,6.5,-1,Unfilled,False
5121,Great Dane Pub & Brewing Company (downtown),Bock,Velvet Hammer Bock,1240435301.0,4.5,3.0,3.0,3.0,3.5,-1.0,-1,Unfilled,False
5122,Great Dane Pub & Brewing Company (downtown),Extra Special / Strong Bitter (esb),Wooden Ships Esb,1288469608.0,4.0,3.5,3.5,4.0,3.5,-1.0,-1,Unfilled,False
5123,Bricktown Brewery & Blackwater Grill,Herbed / Spiced Beer,Gorilla Vanilla,1196660852.0,2.5,3.0,2.0,1.5,2.0,-1.0,-1,Unfilled,False
5124,Bricktown Brewery & Blackwater Grill,American Stout,Black Eye Stout,1153778857.0,2.5,2.0,3.5,2.5,1.0,-1.0,-1,Unfilled,False
5125,Old European Brewing Company,Low Alcohol Beer,Frederick Scholz Na Amber,1032598217.0,2.5,2.5,3.0,2.5,2.0,0.5,-1,Unfilled,False
5126,Moosehead Breweries Ltd.,American Adjunct Lager,Moosehead Premium Dry,1034924933.0,3.0,3.5,3.5,3.0,3.5,5.5,-1,Unfilled,False
5127,Lakeport Brewing Company,American Adjunct Lager,Brava Cerveza,1307306283.0,2.5,2.5,3.0,3.0,2.5,5.0,-1,Unfilled,False
5128,Cervejaria Kaiser,Bock,Kaiser Bock,1309306567.0,2.5,2.0,4.0,4.0,2.5,6.0,-1,Unfilled,False
5129,Molson Coors Canada,American Adjunct Lager,Molson Special Dry,1051697789.0,3.5,3.0,3.5,3.0,3.5,5.5,-1,Unfilled,False
5130,Brasserie Lefèbvre Sa,Dubbel,Abbaye De Floreffe Double,1127483858.0,4.0,4.0,5.0,4.0,4.0,6.3,-1,Unfilled,False
5131,Cambridge Brewing Company,English Bitter,Best Bitter,1032715367.0,5.0,4.5,4.0,4.5,4.5,-1.0,-1,Unfilled,False
5132,Pioneer Brewing Co.,Extra Special / Strong Bitter (esb),Hyland Dark Harvest Ale Esb,1102972276.0,3.5,4.0,4.0,4.5,4.0,7.0,-1,Unfilled,False
5133,Molson Coors Canada,Doppelbock,Molson Dopplebock,1032702096.0,2.5,2.5,3.5,2.5,2.5,6.0,-1,Unfilled,False
5134,Harvest Moon Brewery & Cafe,Witbier,Belgian Wheat,1032709761.0,3.0,3.0,3.0,2.5,2.5,4.2,-1,Unfilled,False
5135,Harvest Moon Brewery & Cafe,American Blonde Ale,Summer Blonde,1032709666.0,3.5,2.5,2.5,2.5,2.5,-1.0,-1,Unfilled,False
5136,Harvest Moon Brewery & Cafe,American Pale Ale (apa),Full Moon Pale Ale,1239776314.0,4.5,2.5,3.5,4.5,3.5,5.6,-1,Unfilled,False
5137,Privatbrauerei Christian Fiedler,German Pilsener,Pils Im Stein,1032716051.0,3.5,3.5,4.0,3.5,2.5,-1.0,-1,Unfilled,False
5138,John Harvard's Brewery & Ale House,American Stout,Espresso Stout,1032723214.0,4.0,3.5,3.5,3.5,4.0,-1.0,-1,Unfilled,False
5139,Bethlehem Brew Works,Kölsch,Karneval Kolsch,1097328498.0,4.5,4.0,4.0,3.5,4.0,5.5,-1,Unfilled,False
5140,Bethlehem Brew Works,Scottish Ale,Bagpiper's Brew,1032717901.0,4.0,4.5,4.5,4.5,4.5,6.3,-1,Unfilled,False
5141,Bethlehem Brew Works,Altbier,Vollmert's Alt,1032719877.0,4.0,4.0,4.0,4.5,4.5,5.0,-1,Unfilled,False
5142,Odell Brewing Company,American Ipa,Viking Ipa,1032721245.0,4.0,4.5,4.0,4.0,4.5,-1.0,-1,Unfilled,False
5143,Odell Brewing Company,American Adjunct Lager,Dougweiser,1032721565.0,4.0,4.0,4.0,4.0,4.0,-1.0,-1,Unfilled,False
5144,Cold Spring Brewing Co.,Märzen / Oktoberfest,Marzen,1075522966.0,3.0,2.0,2.5,2.5,2.5,-1.0,-1,Unfilled,False
5145,Pennsylvania Brewing Company,Light Lager,Crew Lager,1032726120.0,4.0,3.0,3.5,3.5,3.5,4.5,-1,Unfilled,False
5146,Sonoran Brewing Company,American Barleywine,Old Saguaro Barley Wine,1065454882.0,3.5,4.0,4.5,3.5,3.5,9.2,-1,Unfilled,False
5147,Sociedade Central De Cervejas,Euro Dark Lager,Sagres Cerveja Preta (dark),1213444484.0,4.0,4.0,4.0,4.0,4.0,4.3,-1,Unfilled,False
5148,Empresa De Cervejas Da Madeira,American Adjunct Lager,Coral Cerveja,1173046367.0,3.0,3.0,3.5,3.0,3.0,5.3,-1,Unfilled,False
5149,Pittsburgh Brewing Co.,American Adjunct Lager,J.j. Wainwrights Select Lager,1032769975.0,2.0,2.5,2.0,2.0,2.5,-1.0,-1,Unfilled,False
5150,Harvest Moon Brewery & Cafe,English Brown Ale,Downtown Brown Ale,1032770912.0,3.5,3.0,3.0,2.5,3.5,-1.0,-1,Unfilled,False
5151,Main Street Brewery & Lamppost Pizza,American Pale Ale (apa),Precision Pale Ale,1104655789.0,3.5,3.5,4.0,3.0,3.5,4.6,-1,Unfilled,False
5152,Main Street Brewery & Lamppost Pizza,Cream Ale,Main Street Cream Ale,1032780358.0,4.0,2.0,3.0,4.5,4.5,-1.0,-1,Unfilled,False
5153,Main Street Brewery & Lamppost Pizza,American Amber / Red Ale,Rimpau Red,1032780678.0,3.5,3.5,3.5,3.0,3.0,-1.0,-1,Unfilled,False
5154,Main Street Brewery & Lamppost Pizza,Hefeweizen,Main Street Hefeweizen,1032781040.0,2.0,1.5,3.0,1.5,2.0,-1.0,-1,Unfilled,False
5155,Main Street Brewery & Lamppost Pizza,Weizenbock,Main Street Weizen Bock,1032781428.0,4.0,4.0,3.0,3.5,4.5,-1.0,-1,Unfilled,False
5156,Columbus Brewing Company,American Blonde Ale,Columbus Golden Ale,1105843544.0,3.5,3.5,3.5,3.5,3.5,-1.0,-1,Unfilled,False
5157,Yards Brewing Co.,English Dark Mild Ale,Yards Ruby Mild,1037254031.0,4.0,3.5,4.0,3.5,4.0,-1.0,-1,Unfilled,False
5158,Gold Crown Brewery,German Pilsener,Kings Pilsener,1133639498.0,4.0,3.0,3.0,4.0,3.5,5.0,-1,Unfilled,False
5159,West Virginia Brewing Company,American Pale Ale (apa),Appalachian Ale,1141002127.0,5.0,4.0,4.0,4.5,5.0,-1.0,-1,Unfilled,False
5160,Daleside Brewery,English Bitter,Old Leg Over,1150179343.0,4.5,4.0,4.0,4.0,4.0,4.1,-1,Unfilled,False
5161,Lake Louie Brewery Company,American Pale Ale (apa),Arena Premium Pale Ale,1272821240.0,4.0,4.0,4.0,4.0,4.0,-1.0,-1,Unfilled,False
5162,Wild River Brewery & Pizza Company,Hefeweizen,Wild River Hefe-weizen,1215548956.0,3.0,3.0,3.0,2.5,3.0,-1.0,-1,Unfilled,False
5163,Wild River Brewery & Pizza Company,Czech Pilsener,Wild River Bohemian Pilsener,1032819560.0,4.0,4.0,4.0,4.0,3.5,-1.0,-1,Unfilled,False
5164,Wild River Brewery & Pizza Company,Märzen / Oktoberfest,Wild River Oktoberfest,1160332690.0,4.0,3.5,3.5,3.5,4.5,5.1,-1,Unfilled,False
5165,Wild River Brewery & Pizza Company,Altbier,Wild River Nut Brown Ale,1215549250.0,3.0,3.0,3.0,3.0,2.5,-1.0,-1,Unfilled,False
5166,Rio Salado Brewing Company,Schwarzbier,Rio Salado Doppelschwarz,1042486658.0,5.0,4.0,4.5,4.0,4.5,7.2,-1,Unfilled,False
5167,Rio Salado Brewing Company,Hefeweizen,Rio Salado Hurricane Hefeweizen,1054028706.0,3.0,3.5,2.5,2.5,3.5,4.9,-1,Unfilled,False
5168,Lucky Labrador Brewing Company,Foreign / Export Stout,Black Lab Stout,1073284115.0,4.0,4.0,4.0,4.0,4.0,6.5,-1,Unfilled,False
5169,Lucky Labrador Brewing Company,English Bitter,Hawthorne's Best Bitter,1058562521.0,4.0,4.0,4.0,4.0,4.0,4.3,-1,Unfilled,False
5170,Lucky Labrador Brewing Company,Rye Beer,Quality Rye,1161842684.0,4.5,4.0,4.5,4.0,5.0,4.5,-1,Unfilled,False
5171,Lucky Labrador Brewing Company,American Amber / Red Ale,Reggie's Red,1110238574.0,4.0,3.0,4.0,3.0,3.5,5.5,-1,Unfilled,False
5172,Lucky Labrador Brewing Company,Scottish Ale,Scottish Holiday Ale,1104982468.0,4.0,4.5,4.0,3.0,4.5,6.4,-1,Unfilled,False
5173,Lucky Labrador Brewing Company,American Porter,Stumptown Porter,1079120186.0,4.0,3.5,4.0,3.5,4.0,5.5,-1,Unfilled,False
5174,Lucky Labrador Brewing Company,American Ipa,Dog Day Ipa (india Pale Ale),1183282290.0,3.5,4.0,3.0,3.5,3.5,5.75,-1,Unfilled,False
5175,Elevator Brewery & Draught Haus,American Pale Ale (apa),Elevator 13th Floor Pale Ale,1068420701.0,4.0,3.0,3.5,3.5,3.0,-1.0,-1,Unfilled,False
5176,Four Peaks Brewing Company,Scottish Ale,Kilt Lifter Scottish Style Ale,1032866303.0,4.0,4.0,4.0,4.5,4.5,6.0,-1,Unfilled,False
5177,Four Peaks Brewing Company,English India Pale Ale (ipa),The Raj Ipa,1307163987.0,4.0,3.5,4.0,3.0,3.5,6.9,-1,Unfilled,False
5178,Hereford & Hops Restaurant & Brewpub,Rye Beer,Rib Mountain Rye,1033932758.0,4.5,4.0,5.0,4.0,4.0,-1.0,-1,Unfilled,False
5179,Hereford & Hops Restaurant & Brewpub,Schwarzbier,Schwarzbier,1092468918.0,4.5,4.0,4.5,4.0,4.0,-1.0,-1,Unfilled,False
5180,Löwenbräu Ag,Märzen / Oktoberfest,Löwenbräu Oktoberfestbier,1126820442.0,2.5,2.5,3.0,2.5,2.5,6.0,-1,Unfilled,False
5181,Ferme Brasserie Schoune,Dubbel,Reb' Ale,1104290698.0,4.5,4.5,3.5,4.0,4.0,7.5,-1,Unfilled,False
5182,Maritime Pacific Brewing Company,American Amber / Red Ale,Claim Jumper Original Red Ale,1032888299.0,4.5,4.5,4.0,4.0,4.5,-1.0,-1,Unfilled,False
5183,Rock Bottom Restaurant & Brewery,Oatmeal Stout,Rock Bottom Oatmeal Stout,1247102431.0,4.5,3.5,4.0,3.5,3.5,-1.0,-1,Unfilled,False
5184,Rock Bottom Restaurant And Brewery,Märzen / Oktoberfest,Rocktoberfest,1064115098.0,3.5,3.5,3.5,3.5,3.5,-1.0,-1,Unfilled,False
5185,Dark Horse Brewing Company,American Stout,Dark Horse Tres Blueberry Stout,1273155648.0,4.5,3.5,4.5,4.0,4.5,7.5,-1,Unfilled,False
5186,New Glarus Brewing Company,American Pale Lager,Totally Naked,1306199409.0,4.0,3.0,3.5,4.5,3.5,4.25,-1,Unfilled,False
5187,Sudwerk Restaurant And Brewery,Munich Helles Lager,Sudwerk Helles,1162757301.0,4.5,3.5,4.0,4.0,3.5,4.9,-1,Unfilled,False
5188,District Chophouse & Brewery,American Amber / Red Ale,Amber,1100838481.0,4.0,3.0,4.5,3.5,4.0,5.4,-1,Unfilled,False
5189,District Chophouse & Brewery,Light Lager,Light Lager,1218240269.0,3.5,3.5,3.5,3.0,3.5,-1.0,-1,Unfilled,False
5190,District Chophouse & Brewery,English Brown Ale,Nut Brown,1289348763.0,3.5,3.0,3.5,3.5,3.0,-1.0,-1,Unfilled,False
5191,District Chophouse & Brewery,Oatmeal Stout,Oatmeal Stout,1105128831.0,4.0,4.0,4.0,4.0,4.0,-1.0,-1,Unfilled,False
5192,Brasserie Fischer / Fischer Biere D' Alsace,Belgian Pale Ale,Fischer Réserve Ambrée (dorelei),1142207179.0,4.0,3.5,4.0,3.5,4.0,6.3,-1,Unfilled,False
5193,Main Street Brewery & Lamppost Pizza,Milk / Sweet Stout,Black Pearl Stout,1074054920.0,4.0,3.5,3.0,4.0,4.0,-1.0,-1,Unfilled,False
5194,Einbecker Brauhaus Ag,Maibock / Helles Bock,Einbecker Ur-bock Hell,1032961352.0,3.5,4.0,3.0,3.0,3.0,6.5,-1,Unfilled,False
5195,Karl Strauss Brewing Company,American Ipa,Karl Strauss Star Of India Pale Ale,1089054167.0,3.5,3.5,4.0,3.5,3.0,4.9,-1,Unfilled,False
5196,Wellington County Brewery,English Strong Ale,Iron Duke,1126605840.0,4.0,4.5,3.5,4.0,4.5,6.5,-1,Unfilled,False
5197,Matt Brewing Company,American Adjunct Lager,Utica Club,1313856150.0,3.0,3.5,4.0,2.0,3.0,3.7,-1,Unfilled,False
5198,Back Road Brewery,American Pale Ale (apa),American Pale Ale,1148313858.0,4.0,4.0,3.5,4.0,4.0,5.0,-1,Unfilled,False
5199,Brouwerij De Horste,Witbier,Weesper Wit,1032996842.0,3.5,3.5,3.0,3.0,4.0,5.5,-1,Unfilled,False
5200,Brasserie Coreff,Euro Pale Lager,Coreff Blonde,1207344755.0,3.0,3.0,3.5,3.0,3.0,-1.0,-1,Unfilled,False
5201,Brasserie Coreff,Belgian Pale Ale,Coreff Ambrée,1078277353.0,2.0,2.5,3.5,3.0,3.0,5.0,-1,Unfilled,False
5202,Brasserie Lancelot,Euro Dark Lager,Telenn Du,1216623633.0,4.0,4.0,3.5,3.5,3.5,4.5,-1,Unfilled,False
5203,General Lafayette Inn & Brewery,Märzen / Oktoberfest,General Lafayette Oktoberfest,1127161631.0,4.5,4.5,4.5,4.0,4.0,-1.0,-1,Unfilled,False
5204,Lindens Brewing Co.,American Blonde Ale,Bebop Blonde Ale,1033029386.0,4.5,4.0,4.0,5.0,4.0,4.2,-1,Unfilled,False
5205,Lindens Brewing Co.,German Pilsener,Oom-pah Pils,1033029537.0,4.5,4.0,4.0,4.5,4.0,5.0,-1,Unfilled,False
5206,Lindens Brewing Co.,Hefeweizen,World Beat Wheat,1033029657.0,4.0,3.5,3.5,4.0,3.5,4.8,-1,Unfilled,False
5207,Lindens Brewing Co.,American Amber / Red Ale,Acoustic Amber Ale,1065101498.0,3.5,3.5,3.5,3.0,3.0,5.0,-1,Unfilled,False
5208,Lindens Brewing Co.,Märzen / Oktoberfest,Ovation Oktoberfest,1033029915.0,4.0,4.0,4.0,4.5,4.0,5.4,-1,Unfilled,False
5209,Lindens Brewing Co.,American Pale Ale (apa),Sax-a-pale Ale,1065101105.0,4.0,3.5,3.5,4.0,4.0,4.5,-1,Unfilled,False
5210,Lindens Brewing Co.,American Porter,Percussion Porter,1033030129.0,4.5,4.5,4.5,4.5,4.5,4.9,-1,Unfilled,False
5211,Lindens Brewing Co.,American Barleywine,Big Band Barley Wine,1033030238.0,4.0,4.0,4.5,4.5,4.0,9.2,-1,Unfilled,False
5212,Karl Strauss Brewing Company,German Pilsener,Summer Gold,1088489692.0,4.0,3.0,3.5,3.0,3.5,5.6,-1,Unfilled,False
5213,"Lion Brewery, Inc.",Light Lager,Pocono Light,1127317420.0,3.5,3.5,4.0,3.5,3.5,-1.0,-1,Unfilled,False
5214,Blitz-weinhard Brewing Co.,American Amber / Red Lager,Henry Weinhard's Dark,1055287692.0,3.5,3.5,2.5,3.0,3.5,-1.0,-1,Unfilled,False
5215,Berkshire Brewing Company Inc.,Märzen / Oktoberfest,Berkshire Oktoberfest Lager,1065319010.0,3.0,2.5,4.0,3.0,2.0,6.8,-1,Unfilled,False
5216,Timothy Taylor & Co. Limited,English Pale Ale,Royal Ale,1033063831.0,4.0,4.0,3.5,3.5,4.0,5.0,-1,Unfilled,False
5217,Dogfish Head Brewery,Pumpkin Ale,Punkin Ale,1156796741.0,4.0,3.5,4.0,3.5,3.5,7.0,-1,Unfilled,False
5218,Gray's Brewing Company,American Amber / Red Lager,Rennie's Red Lager,1033068895.0,4.0,4.0,3.5,4.0,4.0,-1.0,-1,Unfilled,False
5219,Red Star Brewery & Grill,American Ipa,I.p.a,1033109453.0,4.0,5.0,4.5,4.5,4.5,-1.0,-1,Unfilled,False
5220,Amherst Brewing Co.,American Adjunct Lager,Honey Pilsner,1047143891.0,3.5,3.0,3.5,3.5,2.5,5.2,-1,Unfilled,False
5221,Amherst Brewing Co.,American Pale Ale (apa),North Pleasant Pale Ale,1086489141.0,5.0,4.0,4.5,5.0,4.5,5.25,-1,Unfilled,False
5222,Amherst Brewing Co.,American Ipa,Cascade I.p.a.,1131422796.0,4.5,3.5,3.5,4.0,4.5,5.3,-1,Unfilled,False
5223,Amherst Brewing Co.,Extra Special / Strong Bitter (esb),Amherst Esb,1122393135.0,4.5,4.5,4.0,4.5,4.5,5.35,-1,Unfilled,False
5224,Amherst Brewing Co.,American Amber / Red Ale,Righteous Red,1058915252.0,4.0,4.0,4.5,4.0,4.0,4.6,-1,Unfilled,False
5225,Amherst Brewing Co.,English Brown Ale,Massatucky Brown,1118407185.0,4.0,3.5,4.0,4.0,4.0,5.25,-1,Unfilled,False
5226,Amherst Brewing Co.,American Stout,Henry Jackson Stout,1085366744.0,4.5,4.0,4.5,4.5,4.0,5.2,-1,Unfilled,False
5227,Amherst Brewing Co.,American Porter,Puffers Smoked Porter,1047204445.0,3.5,4.0,4.5,2.5,3.5,4.6,-1,Unfilled,False
5228,Amherst Brewing Co.,Maibock / Helles Bock,Boltwood Bock,1084830855.0,4.0,4.0,4.0,4.5,4.5,5.7,-1,Unfilled,False
5229,Amherst Brewing Co.,Märzen / Oktoberfest,Lewmeister Oktoberfest,1064696758.0,4.0,3.0,4.0,3.5,3.5,5.4,-1,Unfilled,False
5230,Amherst Brewing Co.,Scotch Ale / Wee Heavy,Half In The Bagpipe,1109285987.0,4.5,4.0,4.0,4.0,4.0,7.2,-1,Unfilled,False
5231,Amherst Brewing Co.,Hefeweizen,Workingman's Wheat,1207430521.0,3.0,4.0,3.0,2.0,4.0,4.9,-1,Unfilled,False
5232,Amherst Brewing Co.,Winter Warmer,Crooked Antler Spiced Ale,1194316268.0,2.5,2.0,3.5,3.0,2.5,4.6,-1,Unfilled,False
5233,Amherst Brewing Co.,California Common / Steam Beer,Salamander Crossing Steam Lager,1111420096.0,4.0,3.5,4.0,4.0,4.5,4.6,-1,Unfilled,False
5234,Cape Cod Beer,American Blonde Ale,Hyport Light,1091237830.0,4.0,3.5,3.0,4.0,3.5,-1.0,-1,Unfilled,False
5235,Cape Cod Beer,Hefeweizen,Hyannis Hefe-weizen,1126020840.0,5.0,4.5,4.5,4.5,4.5,-1.0,-1,Unfilled,False
5236,Cape Cod Beer,American Amber / Red Ale,Cape Cod Amber Ale,1091720196.0,3.5,3.0,3.5,3.5,3.5,-1.0,-1,Unfilled,False
5237,Cape Cod Beer,Irish Dry Stout,Dry Irish Stout,1073465600.0,3.5,3.0,4.0,3.0,3.0,-1.0,-1,Unfilled,False
5238,Cape Cod Beer,Black & Tan,Black & Tan,1073468346.0,3.5,3.5,4.0,4.0,4.0,-1.0,-1,Unfilled,False
5239,Maplewood Farms Restaurant & Brewery,American Ipa,Hop Brook India Pale Ale,1067834266.0,4.0,4.0,4.0,3.5,3.5,-1.0,-1,Unfilled,False
5240,Maplewood Farms Restaurant & Brewery,American Stout,Fat Dog Stout,1082413607.0,4.5,4.0,4.0,4.0,4.0,-1.0,-1,Unfilled,False
5241,Maplewood Farms Restaurant & Brewery,Hefeweizen,Gönner Weizen,1057913984.0,4.0,3.5,4.5,3.5,3.5,-1.0,-1,Unfilled,False
5242,Maplewood Farms Restaurant & Brewery,Light Lager,Icd Light,1057912869.0,3.5,3.5,3.5,3.5,3.0,-1.0,-1,Unfilled,False
5243,Bear Republic Brewing Co.,Scotch Ale / Wee Heavy,Heritage,1265164547.0,3.0,3.5,4.5,3.0,2.5,8.1,-1,Unfilled,False
5244,Bison Brewing,Hefeweizen,Bison Weizen,1059619365.0,4.0,4.0,4.0,4.0,4.0,-1.0,-1,Unfilled,False
5245,Kaiserdom Privatbrauerei Bamberg,Rauchbier,Kaiserdom Rauchbier,1033139973.0,4.0,3.5,4.0,3.0,3.5,-1.0,-1,Unfilled,False
5246,Stone Brewing Co.,American Amber / Red Ale,Stone Levitation Ale,1247276072.0,5.0,4.0,4.0,4.0,4.5,4.4,-1,Unfilled,False
5247,Erie Brewing Co.,German Pilsener,Presque Isle Pilsner,1263278557.0,3.0,3.0,3.0,2.5,2.5,4.2,-1,Unfilled,False
5248,Rogue Ales,American Pale Ale (apa),Seahorse Pale Ale,1156105895.0,4.0,4.5,3.0,3.5,4.5,-1.0,-1,Unfilled,False
5249,Victory Brewing Company,Belgian Strong Dark Ale,V-ten,1077255659.0,4.0,2.5,4.0,4.0,4.5,10.0,-1,Unfilled,False
5250,Brouwerij Drie Fonteinen,Gueuze,Drie Fonteinen Oude Geuze,1310785622.0,4.5,4.5,3.5,4.0,4.0,6.0,-1,Unfilled,False
5251,Brouwerij Drie Fonteinen,Lambic - Fruit,Drie Fonteinen Oude Kriek,1211085260.0,3.0,4.0,4.0,4.0,4.0,6.0,-1,Unfilled,False
5252,Christian Moerlein Brewing Company,Munich Helles Lager,Christian Moerlein Select Lager,1069798950.0,4.0,4.0,3.5,4.0,3.5,5.4,-1,Unfilled,False
5253,Full Sail Brewery & Tasting Room & Pub,American Double / Imperial Pilsner,Full Sail Capsize,1034458736.0,3.5,3.5,4.5,3.5,3.0,7.2,-1,Unfilled,False
5254,Afanasy Pivo (brau Service),Euro Dark Lager,Afanasy Tyemnoye,1033172237.0,4.0,4.5,4.0,4.5,4.0,6.5,-1,Unfilled,False
5255,Zagorka Brewery / Pivovaren Zavod Zagorka,American Adjunct Lager,Zagorka Gold,1250572879.0,3.0,2.5,3.0,2.5,2.0,4.5,-1,Unfilled,False
5256,Kamenitza Ad,American Adjunct Lager,Kamenitza Svetlo,1193237291.0,5.0,4.5,4.5,4.5,4.5,4.4,-1,Unfilled,False
5257,Brasserie Des Cimes,Belgian Strong Pale Ale,Yeti,1207722264.0,3.0,3.5,3.5,2.5,3.5,8.0,-1,Unfilled,False
5258,Rogue Ales,Euro Pale Lager,Kells Irish Style Lager,1160778403.0,3.5,3.0,4.0,4.0,3.5,5.0,-1,Unfilled,False
5259,Brasserie Fantôme,Saison / Farmhouse Ale,Fantôme Bbb Babillard,1158319376.0,4.0,4.5,4.0,4.5,4.0,8.0,-1,Unfilled,False
5260,Brasserie Fantôme,Saison / Farmhouse Ale,Fantôme Bbb Babillard Dark,1035524499.0,3.0,4.5,4.0,3.0,3.0,8.0,-1,Unfilled,False
5261,Brouwerij Girardin,Gueuze,Girardin Gueuze 1882 (black Label),1210008108.0,4.5,4.0,4.5,4.0,4.5,5.0,-1,Unfilled,False
5262,Brouwerij Girardin,Lambic - Fruit,Girardin Kriek 1882,1033346278.0,3.5,3.5,4.0,3.5,3.5,5.0,-1,Unfilled,False
5263,Brouwerij Girardin,Lambic - Fruit,Girardin Framboise,1080681562.0,4.5,4.5,4.5,4.5,4.5,5.0,-1,Unfilled,False
5264,Big Hole Brewing Company,English Strong Ale,Diablo Dark Ale,1066888308.0,3.5,4.0,4.0,3.0,3.0,7.5,-1,Unfilled,False
5265,Tröegs Brewing Company,American Amber / Red Ale,Tröegs Hopback Amber Ale,1281317904.0,4.0,4.0,4.0,3.5,4.5,6.0,-1,Unfilled,False
5266,Taiwan Tobacco & Liquor Corporation,American Adjunct Lager,Taiwan Beer,1143684265.0,2.0,2.0,2.5,2.0,2.0,4.5,-1,Unfilled,False
5267,John Harvard's Brewery & Ale House,Märzen / Oktoberfest,Oktoberfest,1230313204.0,3.5,3.0,4.0,3.0,3.5,5.0,-1,Unfilled,False
5268,Fernandes Brewery Tap,English Bitter,Shakespeare Special Bitter,1053796663.0,4.5,4.5,3.0,4.0,4.0,3.4,-1,Unfilled,False
5269,Fernandes Brewery Tap,English Dark Mild Ale,Malt Shovel Mild,1033308337.0,4.5,3.5,4.0,4.5,4.5,3.8,-1,Unfilled,False
5270,Fernandes Brewery Tap,English Pale Ale,Ale To The Tsar,1033308627.0,4.0,3.5,4.0,3.5,4.0,4.1,-1,Unfilled,False
5271,Fernandes Brewery Tap,American Strong Ale,Double Six,1033309146.0,3.0,3.5,4.0,4.5,4.5,6.0,-1,Unfilled,False
5272,Marin Brewing Company,American Strong Ale,Big Mac's Strong Ale,1033314755.0,4.0,4.0,4.0,4.0,4.0,7.4,-1,Unfilled,False
5273,Carolina Beer Company,English Brown Ale,Charleston Brown Ale,1067316489.0,3.0,3.5,4.0,3.0,3.5,5.7,-1,Unfilled,False
5274,World Brews,Euro Pale Lager,Hollande 1620,1100309353.0,4.0,2.5,3.5,2.5,3.0,-1.0,-1,Unfilled,False
5275,Cerveceria Tesoro,American Adjunct Lager,Tesoro,1033322146.0,3.0,2.0,3.0,2.5,2.5,4.5,-1,Unfilled,False
5276,Pabst Brewing Company,American Adjunct Lager,"Red, White & Blue",1039983930.0,1.0,1.5,1.5,1.5,1.0,4.3,-1,Unfilled,False
5277,Brouwerij Girardin,Lambic - Fruit,Kriekenlambik,1033345053.0,4.5,4.5,4.5,5.0,4.5,5.0,-1,Unfilled,False
5278,Brouwerij Girardin,Euro Pale Lager,Ulricher Extra Lager,1033345903.0,2.0,2.5,3.0,2.0,2.0,5.0,-1,Unfilled,False
5279,Minhas Craft Brewery,Bock,Huber Bock Beer,1079232582.0,4.0,4.0,4.0,3.0,3.5,5.5,-1,Unfilled,False
