,Brewery,Style,Name,ReviewsNumber,OverallReview,Aroma,Appearance,Palate,Taste,BeerABV
6036,,,Cambridge Bitter,1321388530.0,,,,,,
6037,,,Pageant Ale,1104929237.0,,,,,,
6038,,,Golden Newt,1217527907.0,,,,,,
6039,,,Greyhound Strong Bitter,1104929652.0,,,,,,
6040,,,Reinbeer,1105482881.0,,,,,,
6041,Hook Norton Brewery Co. Ltd.,,,1251503775.0,,,,,,
6042,,,Copper Ale,1146713890.0,,,,,,
6043,,,Double Stout,1229899509.0,,,,,,
6044,,,Twelve Days,1272356500.0,,,,,,
6045,,,Old Hooky,1080124698.0,,,,,,
6046,,,Haymaker,1311730488.0,,,,,,
6047,,,Generation,1038873624.0,,,,,,
6048,,,First Light,1241407479.0,,,,,,
6049,,,Clipper City Gold Ale,1234683255.0,,,,,,
6050,,,Mcsorley's Wintertime Ale,1038052288.0,,,,,,
6051,,,Barley's Cherry Porter,1069266373.0,,,,,,
6052,,,Butte Creek Organic Ale,1178851106.0,,,,,,
6053,,,Barley's St. Nick's Winter Warmer,1038067311.0,,,,,,
6054,,,Nimbus Nut Brown Ale,1136180841.0,,,,,,
6055,,,Kapittel Dubbel,1123161466.0,,,,,,
6056,,,Pumpkin Porter,1038118038.0,,,,,,
6057,,,Original Flag Porter 1825,1127879751.0,,,,,,
6058,,,Yulesmith (summer),1135304590.0,,,,,,
6059,,,,1070503781.0,,,,,,
6060,,,Gouden Carolus Noël / Christmas,1297395382.0,,,,,,
6061,,,Florisgaarden Honey,1120432279.0,,,,,,
6062,,,Bieken,1221437858.0,,,,,,
6063,,,De Dolle Stille Nacht Special Reserva 2000,1080683718.0,,,,,,
6064,,,Chapeau Kriek Lambic,1230767842.0,,,,,,
6065,,,Caesarus Imperator Heller Bock,1067127575.0,,,,,,
6066,Hawks Brewing,,Hawks D.m.s Imperial Stout,1088138280.0,,,,,,
6067,,,Big Sur Light,1038203701.0,,,,,,
6068,Brauerei Hirt Gmbh,,Hirter Privat Pils,1277693386.0,,,,,,
6069,,,Highland Cold Mountain Winter Ale,1200122845.0,,,,,,
6070,,,Christmas Ale 2002,1038153423.0,,,,,,
6071,Berliner Bürgerbräu Gmbh,,Berliner Bürgerbräu Premium Pils,1084124065.0,,,,,,
6072,Ice Axe Grill / Mt. Hood Brewing Co.,,Mt. Hood Smoked Porter,1096351027.0,,,,,,
6073,,,Arkell Best Bitter,1156072792.0,,,,,,
6074,,,Molson Smooth Dry,1113281978.0,,,,,,
6075,,,Hi Dry,1107451386.0,,,,,,
6076,,,Molson Dry,1291948338.0,,,,,,
6077,,,Tongue Buckler - Imperial Red Ale,1267501008.0,,,,,,
6078,United Brewing Group,,Carmel Wheat Beer,1160279362.0,,,,,,
6079,,,,1038301246.0,,,,,,
6080,Brouwerij Paeleman,,Lam Gods,1213573489.0,,,,,,
6081,Oregon Trail Brewery,,,1073610866.0,,,,,,
6082,Brouwerij Haacht Nv,,Tongerlo Christmas,1234443904.0,,,,,,
6083,,,Michelob (original Lager),1060753051.0,,,,,,
6084,,,I Got Your Dopplebok,1038331677.0,,,,,,
6085,,,The Gourd And Sheaf Ale,1042615308.0,,,,,,
6086,,,Royal Weisse,1277259774.0,,,,,,
6087,,,,1261011707.0,,,,,,
6088,,,Kronenbourg 1664 Single Malt,1135208715.0,,,,,,
6089,,,"Trafalgar (bottle Conditioned, 9.0%)",1087683449.0,,,,,,
6090,Jämtlands Bryggeri Ab,,,1054287767.0,,,,,,
6091,Dusters Restaurant And The Gottberg Brew Pub,,Winter Spice,1038378479.0,,,,,,
6092,,,All American Lager,1064883047.0,,,,,,
6093,,,Saguaro Stout,1038553805.0,,,,,,
6094,,,,1167872217.0,,,,,,
6095,,,Freedom Ale,1167247435.0,,,,,,
6096,,,Dark Side Vanilla Porter,1214499895.0,,,,,,
6097,,,Paradise Pale Ale,1235930756.0,,,,,,
6098,English Ales Brewery,,Edinburgh Winter Ale Special Reserve 2002,1060746119.0,,,,,,
6099,Red Oak Brewery,,Red Oak Amber,1263513590.0,,,,,,
6100,,,,1109347242.0,,,,,,
6101,,,Rock Bottom Gila Pale Ale,1129424340.0,,,,,,
6102,,,Kapittel Abt,1210024484.0,,,,,,
6103,Portsmouth Brewing Co. / Mault's Brewpub,,Portsmouth Brewing Pilsner,1144440931.0,,,,,,
6104,,,Portsmouth Brewing Hefe Weissbier,1066009155.0,,,,,,
6105,,,Portsmouth Brewing Maple Nut Brown Ale,1051190161.0,,,,,,
6106,,,Harvest Moon Rye,1051190802.0,,,,,,
6107,Cerpa Cervejaria Paraense S/a,,Cerpa Export,1306539759.0,,,,,,
6108,,,Main Street Wheat,1057497003.0,,,,,,
6109,,,Berliner Bürgerbräu Dunkler Bock,1280121067.0,,,,,,
6110,,,Lobko Bohemian Lager,1058452222.0,,,,,,
6111,,,Yuletide Ale,1067210352.0,,,,,,
6112,,,Founders Porter,1302996271.0,,,,,,
6113,,,Beer Nouveau,1040633084.0,,,,,,
6114,,,Harveys Best,1090067446.0,,,,,,
6115,Königsbacher Brauerei,,Königsbacher Pils,1121283971.0,,,,,,
6116,,,Moeder Overste,1267185428.0,,,,,,
6117,,,Bank Street Banker's Brown,1038655119.0,,,,,,
6118,,,Bank Street Greenwich Light Lager,1038655791.0,,,,,,
6119,,,Bank Street Red Penny Oktoberfest,1038656029.0,,,,,,
6120,Shaw Wallace & Company Ltd.,,Haywards 5000 Super Premium Beer,1249025862.0,,,,,,
6121,,,,1275014216.0,,,,,,
6122,,,Holsten Maibock,1120336014.0,,,,,,
6123,No-li Brewhouse,,Crystal Bitter Ale,1189189325.0,,,,,,
6124,,,Unibroue 11,1061784997.0,,,,,,
6125,,,National Bohemian Beer,1253830693.0,,,,,,4.28
6126,Simonds Farsons Cisk Plc.,,Cisk Lager,1268958474.0,,,,,,
6127,,,Centenial,1038753968.0,,,,,,
6128,,,Brahma Extra,1145416329.0,,,,,,
6129,,,Saison Vos,1181227952.0,,,,,,
6130,,,Winter Warmer Ale,1083263235.0,,,,,,
6131,,,Castle Milk Stout,1316386290.0,,,,,,
6132,Main Street Brewery,,Main Street Brewery Pale Ale,1038819749.0,,,,,,
6133,,,Main Street Brewery Woody's American Wheat,1038819966.0,,,,,,
6134,,,Main Street Brewery Toby's New Zealand Dark,1051280299.0,,,,,,
6135,,,Broadway Commons Cream Ale,1079991295.0,,,,,,
6136,,,Honeysuckle Blond,1141055982.0,,,,,,
6137,,,Hocking Hills Hefeweizen,1226358351.0,,,,,,
6138,,,New Holland Green Hornet,1045666764.0,,,,,,
6139,,,Belgian Style Strong Ale,1129135538.0,,,,,,
6140,,,Red Ass Honey Wheat,1049750777.0,,,,,,
6141,4th Street Brewing Company,,Suebee Honey Ale,1054131006.0,,,,,,
6142,,,Urbock,1044358423.0,,,,,,
6143,,,Maxwell's Dry Stout,1142867116.0,,,,,,
6144,Franconia Notch Brewing Company,,Grail Pale Ale,1097429346.0,,,,,,
6145,,,,1105218462.0,,,,,,
6146,,,Dogwood Winter (2002),1038854923.0,,,,,,
6147,,,Black Star Black Lager,1305829263.0,,,,,,
6148,,,Hoppy Holidaze,1193188538.0,,,,,,
6149,,,Big Horn Hefeweizen,1088021866.0,,,,,,
6150,Licher Privatbrauerei,,Licher Pils,1256673042.0,,,,,,
6151,,,,1038895345.0,,,,,,
6152,,,Harper's Ale,1155735594.0,,,,,,
6153,,,Dechaga's Scotch Ale,1165881227.0,,,,,,
6154,,,Redlegg Ale,1186012118.0,,,,,,
6155,,,Evans Extra Stout,1179331550.0,,,,,,
6156,,,Pump Station Pale Ale,1051269421.0,,,,,,
6157,,,Schell's Pale Ale,1218523146.0,,,,,,
6158,,,Macandrew's Stock Ale,1038926488.0,,,,,,
6159,,,Schöfferhofer Dunkles Hefeweizen,1172437021.0,,,,,,
6160,,,Southampton Saison,1157611704.0,,,,,,
6161,,,Volks Weizenbock,1170017889.0,,,,,,
6162,,,Double Dragon,1102515454.0,,,,,,
6163,La Ferme Au Chene,,Marckloff,1187553174.0,,,,,,
6164,W. J. King & Co. Brewers,,King's Old Ale,1231817306.0,,,,,,
6165,Narragansett Brewing Co.,,Narragansett Lager,1144295906.0,,,,,,
6166,,,Gordon Finest Gold Blond,1054036351.0,,,,,,
6167,,,Monster Mash Stout,1287711484.0,,,,,,
6168,Frederic Robinson Limited,,Double Hop,1232235427.0,,,,,,
6169,Alpirsbacher Klosterbräu,,Alpirsbacher Klosterbräu Spezial,1142257575.0,,,,,,
6170,T.d.ridley & Sons Limited,,Ridley's Ipa,1070837068.0,,,,,,
6171,,,Old Bob,1197290524.0,,,,,,
6172,,,White Tiger Wheat,1050789389.0,,,,,,
6173,,,Alpirsbacher Klosterbräu Schwarzes Pils,1212119636.0,,,,,,
6174,,,Alpirsbacher Klosterbräu Naturtrüb,1170176777.0,,,,,,
6175,Smiles Brewing Co. Ltd,,Old Russ Ale,1039077546.0,,,,,,
6176,Jennings Brothers Plc,,Cocker Hoop,1209808889.0,,,,,,
6177,,,Amish Four Grain Pale Ale,1208399724.0,,,,,,
6178,,,Church Key Holy Smoke Scotch Ale,1210563059.0,,,,,,
6179,,,Rio Salado Tornado Helles Bock Pale Lager,1039087889.0,,,,,,
6180,,,Rio Salado Summer Typhoon Cherry Weisse Ale,1092527568.0,,,,,,
6181,,,Susquehanna Stout,1322526990.0,,,,,,
6182,,,Top Down Golden Pale Ale,1064076721.0,,,,,,
6183,,,Oak Creek Gold Lager,1142628640.0,,,,,,
6184,,,Águila Imperial,1039114273.0,,,,,,
6185,,,Cantillon Iris,1067888199.0,,,,,,
6186,,,Jacob Hackstein Pilsner,1089582086.0,,,,,,
6187,Cerveceria La Tropical Brewmasters,,La Tropical,1296505834.0,,,,,,
6188,,,Alpha Klaus Christmas (xmas) Porter,1230504645.0,,,,,,
6189,,,Piast Classic,1078602050.0,,,,,,
6190,,,,1251510269.0,,,,,,
6191,,,Old Man Winter Barley Wine,1167006718.0,,,,,,
6192,,,Head Smashed In,1052824625.0,,,,,,
6193,,,Sleepy Hollow Nut Brown,1060736164.0,,,,,,
6194,,,Molson Stock Ale,1039182310.0,,,,,,
6195,,,Brahma Chopp,1286910100.0,,,,,,
6196,,,Riverside Curleys Irish Style Stout,1151026238.0,,,,,,
6197,,,,1209434454.0,,,,,,
6198,,,Trainwreck Of Flavor,1112386512.0,,,,,,
6199,,,Goudale,1217722771.0,,,,,,
6200,,,Saaz Old Lager,1039243617.0,,,,,,
6201,,,Goldenburg,1039244124.0,,,,,,
6202,,,Belgian Paradise,1039255297.0,,,,,,
6203,,,Three Kings,1039256748.0,,,,,,
6204,,,St. Feuillien Triple,1057601727.0,,,,,,
6205,,,Mohegan Sun Cold Moon Ale,1075126377.0,,,,,,
6206,,,Willimantic E-mail Ipa,1171327270.0,,,,,,
6207,,,Willimantic Address Unknown Ipa,1195011041.0,,,,,,
6208,,,Christmas Farm Ale,1070571795.0,,,,,,
6209,,,Founders Dirty Bastard,1322784267.0,,,,,,
6210,,,Alpirsbacher Klosterbräu Pils,1305054023.0,,,,,,
6211,,,Ebenezers Brew,1102430605.0,,,,,,
6212,,,American Wheat,1085287319.0,,,,,,
6213,,,Rude Elf's Reserve (formerly Rudolph's Reserve),1149127484.0,,,,,,
6214,,,Duchesse Anne,1142252483.0,,,,,,
6215,,,Cervoise Lancelot,1286830215.0,,,,,,
6216,,,Saint Druon De Sebourg (french Abbey Ale),1130198907.0,,,,,,
6217,,,Duke's Blonde Ale,1218903069.0,,,,,,
6218,,,Batch 622,1039977050.0,,,,,,
6219,,,Hopleaf Pale Ale,1218713429.0,,,,,,
6220,,,White Christmas Holiday Bock,1135712948.0,,,,,,
6221,,,Beach Blanket Blonde Ale,1039370362.0,,,,,,
6222,,,California Kind Pale Ale,1253053435.0,,,,,,
6223,,,John Marley's Winter Warmer,1039371509.0,,,,,,
6224,,,Somerset Lager,1039377482.0,,,,,,
6225,,,Dodgey's Dry Irish Stout,1039381112.0,,,,,,
6226,,,Berghoff Hazelnut Winter Fest Ale,1039382157.0,,,,,,
6227,,,Hit The Trail Ale,1143211352.0,,,,,,
6228,,,Unplugged Eisbock,1089765543.0,,,,,,
6229,,,Dicks Pale Ale,1262989475.0,,,,,,
6230,,,Old Milwaukee Ice,1177157788.0,,,,,,
6231,,,Winter Brew 2002,1039721206.0,,,,,,
6232,,,Woodbridge Winter Warmer,1041886491.0,,,,,,
6233,,,Renovator Stout,1039435660.0,,,,,,
6234,,,Bière Nouvelle,1163107683.0,,,,,,
6235,,,Thomas Hooker Irish Style Red Ale,1130627489.0,,,,,,
6236,,,Red Thistle Ale,1058936120.0,,,,,,
6237,,,Celebration Libation,1217027888.0,,,,,,
6238,,,Marin Tripel Dipsea Belgian Style Ale,1276925034.0,,,,,,
6239,,,Missouri Brown Dark Ale,1107191836.0,,,,,,
6240,,,,1282757784.0,,,,,,
6241,,,Leopold Bros. Red Lager,1041008436.0,,,,,,
6242,,,Northern Glory,1059358525.0,,,,,,
6243,,,Peach Ale,1039507286.0,,,,,,
6244,,,Magi Winter Warmer,1137439589.0,,,,,,
6245,,,Quarrymen Pale Ale,1058554585.0,,,,,,
6246,,,Snowblower Ale,1295640858.0,,,,,,
6247,,,Timmermans Blanche-wit,1039548328.0,,,,,,
6248,,,Barbãr Winterbok / Barbãr De Noël,1245342987.0,,,,,,
6249,,,Holiday Lager,1082157953.0,,,,,,
6250,,,Red Star Imperial Stout,1070994476.0,,,,,,
6251,"Orion Beer Co., Ltd.",,Orion Premium Draft Beer,1261684852.0,,,,,,
6252,,,Wind Chill,1039602417.0,,,,,,
6253,,,Vermont Maple Wheat Ale,1064009718.0,,,,,,
6254,The Walkerville Brewing Company,,,1159153309.0,,,,,,
6255,,,Alfa,1194642342.0,,,,,,
6256,,,Winter I.p.a.,1043661270.0,,,,,,
6257,"White Winter Winery, Inc.",,White Winter Brackett,1039678874.0,,,,,,
6258,,,Bel Pils,1293293679.0,,,,,,
6259,,,Blaven,1238360495.0,,,,,,
6260,,,Dark Lord Imperial Stout,1245981511.0,,,,,,15.0
6261,,,Liquid Brick,1043256557.0,,,,,,
6262,,,Arbor Brewing Phat Abbot Belgian Triple,1296876051.0,,,,,,
6263,,,,1194310618.0,,,,,,
6264,,,Millstone Premium Lager,1317737613.0,,,,,,
6265,,,,1065644738.0,,,,,,
6266,,,,1130441439.0,,,,,,
6267,,,Stonehouse Apple Ale,1107460163.0,,,,,,
6268,,,,1044251757.0,,,,,,
6269,,,Tröegs Mad Elf,1260420748.0,,,,,,
6270,,,St. Magnus Heller Bock,1092364373.0,,,,,,
6271,,,Celebration Ale,1039898581.0,,,,,,
6272,,,Avalanche,1291339677.0,,,,,,
6273,,,Het Kerstbier (green Cap),1039923637.0,,,,,,
6274,,,Great Western Gold Extra,1300231728.0,,,,,,
6275,,,Lucky Lager Force 8,1263692753.0,,,,,,
6276,,,Ramapo Valley Trail Quencher Ipa,1123637402.0,,,,,,
6277,,,Festivale 02 - 03,1039935617.0,,,,,,
6278,Tuborgs Bryggerier A/s,,Tuborg Weihnachts Pilsener,1039951562.0,,,,,,
6279,,,Mcsorley's Irish Style Lager,1125073727.0,,,,,,
6280,,,Black Rider Lager,1130260227.0,,,,,,
6281,,,Cellar Red Reserve,1078851094.0,,,,,,
6282,,,Bison Brand Original Wheat,1040024647.0,,,,,,
6283,,,Allegheny Cream Ale,1040024727.0,,,,,,
6284,,,Angus Macdougals Scottish Red Ale,1048879700.0,,,,,,
6285,,,Wurch & Warnke Bohemian Style Pilsner,1048357079.0,,,,,,
6286,,,Jacob Rosenberger & Son Germanic Style Dark,1049572126.0,,,,,,
6287,,,Cold Salty,1109619943.0,,,,,,
6288,,,Gustav Werner Alt Amber Ale,1048401887.0,,,,,,
6289,,,Otto Bruckman Bavarian Bock,1050010799.0,,,,,,
6290,,,Dunwoodie's American Brown Ale,1049489555.0,,,,,,
6291,,,Arbor Brewing Terminator Doppelbock,1165376550.0,,,,,,
6292,,,Organic Pinkus Jubilate,1287257636.0,,,,,,
6293,,,Sea Dog Riverdriver Hazelnut Porter,1193095507.0,,,,,,5.88
6294,,,Black Sun Stout,1216419568.0,,,,,,
6295,,,Asahi Stout,1149265485.0,,,,,,
6296,,,Sidewinder Holiday Bock,1172283284.0,,,,,,
6297,,,Giddyup Stout,1040051935.0,,,,,,
6298,,,Double Bale Quail Imperial Ipa 2002,1046537536.0,,,,,,
6299,,,Gray's Black And Tan,1056266783.0,,,,,,
6300,,,Cb's Christmas Ale,1234065080.0,,,,,,
6301,,,Blucreek Altbier,1109131140.0,,,,,,
6302,,,,1040081298.0,,,,,,
6303,,,Banberry & Edwards India Pale Ale,1040110708.0,,,,,,
6304,,,Dunham Castle Limited London Nutty Brown Ale,1047759201.0,,,,,,
6305,,,Ian Kinross & Co Highland Stout,1047761803.0,,,,,,
6306,,,St. Johnsbury Porter,1049993931.0,,,,,,
6307,,,White Christmas White Ale,1040117450.0,,,,,,
6308,,,Tsar's Imperial Stout,1237045170.0,,,,,,
6309,,,Hoppy Holidays,1229999587.0,,,,,,
6310,,,"Carolus, Der Starke",1040124801.0,,,,,,
6311,,,Kurli Blond Ale,1315948182.0,,,,,,
6312,,,Hurricane Hefe Weizen,1157336237.0,,,,,,
6313,,,Durham Signature Ale,1085608229.0,,,,,,
6314,,,Rolling Rock Black,1208883082.0,,,,,,
6315,Banks (barbados) Breweries Limited,,Banks Beer,1096169570.0,,,,,,
6316,,,Barley's Irma Ipa,1173057031.0,,,,,,
6317,,,Raspberry Brown Ale,1040164846.0,,,,,,
6318,,,Sisyphus,1243398931.0,,,,,,
6319,,,Coachlight Ale,1040208866.0,,,,,,
6320,,,Rainbow Trout Esb,1308588371.0,,,,,,
6321,,,Santa's Helper Porter,1166845294.0,,,,,,
6322,,,,1040216271.0,,,,,,
6323,,,River Falls Red Ale,1184003144.0,,,,,,5.65
6324,,,Frostbite Winter Ale,1042615473.0,,,,,,
6325,Alpine Beer Company,,Pure Hoppiness,1301987625.0,,,,,,
6326,,,Biere Du Paradise(belgian Style),1040299498.0,,,,,,
6327,,,Belgian Dubble(abbey Beer),1040299688.0,,,,,,
6328,,,Tarbox Stout,1102205565.0,,,,,,
6329,,,Chapeau Peche,1284516807.0,,,,,,
6330,,,Judas,1263350567.0,,,,,,
6331,,,Mcilhenney's Irish Red,1311744106.0,,,,,,
6332,,,Arbor Brewing Phat Abbot Belgian Dubbel,1231307538.0,,,,,,
6333,,,Arbor Brewing Triple Stone Extra Special Bitter,1227214479.0,,,,,,
6334,,,"""marnie"" Gras Carnival Ale",1078056052.0,,,,,,
6335,Cosmos Brewery (thai Beverage Plc.),,Chang Beer (domestic),1202553414.0,,,,,,
6336,Ruby Mountain Brewing,,Wild West Hefeweizen Wheat Beer,1040390383.0,,,,,,
6337,,,Alt Bier,1040394800.0,,,,,,
6338,Flying Bison Brewing Company,,Blackbird Oatmeal Stout,1248719744.0,,,,,,
6339,,,Berliner Bürgerbräu Bernauer Schwarzbier,1209900789.0,,,,,,
6340,,,Owd Rodger,1286646058.0,,,,,,
6341,,,Adnams Ssb (suffolk Special Bitter),1083198535.0,,,,,,
6342,,,Cherry Isthmus Stout,1040451011.0,,,,,,
6343,,,John Stoner's Oatmeal Stout,1040451399.0,,,,,,
6344,,,,1040451612.0,,,,,,
6345,,,Barleywine,1211695562.0,,,,,,11.04
6346,,,Dragonmead Jul Ø1,1237607844.0,,,,,,
6347,,,Dragonmead Dubbel Dragon Ale,1130612545.0,,,,,,
6348,,,Rochester Mills Paint Creek Porter,1049276781.0,,,,,,
6349,,,Rochester Mills Sacri-licious Stout,1184525424.0,,,,,,
6350,,,Degroen's Altfest,1086656945.0,,,,,,
6351,Hawai'i Nui Brewing / Mehana Brewing Company,,Tsunami Lager,1086711699.0,,,,,,
6352,,,Mauna Kea Pale Ale,1123614799.0,,,,,,
6353,Federation Brewery Ltd,,Northumbrian Brown Ale,1069344816.0,,,,,,
6354,,,Angel Ale,1115507436.0,,,,,,
6355,Les Brasseurs De La Brie,,Stefan Pils,1040486897.0,,,,,,
6356,,,Smokehouse Porter,1040519586.0,,,,,,
6357,,,Ename Dubbel,1164950819.0,,,,,,
6358,,,Ename Tripel,1256611633.0,,,,,,
6359,,,Sloeber,1323120438.0,,,,,,
6360,,,Special Roman,1104885431.0,,,,,,
6361,,,Mater Witbier,1186948162.0,,,,,,
6362,,,Romy Pils,1079379040.0,,,,,,
6363,,,Tennent's Special (70 Shilling),1156757798.0,,,,,,
6364,Coopersmith's Pub & Brewing,,Sigda's Green Chili,1317695265.0,,,,,,
6365,,,,1302010253.0,,,,,,
6366,,,Regal Brau,1045745598.0,,,,,,
6367,,,Lucky Lager Force 10,1123213422.0,,,,,,
6368,,,Dog Days Golden Ale,1067652606.0,,,,,,
6369,,,Biscuit City Pale Ale,1063170597.0,,,,,,
6370,,,Sterling,1040590253.0,,,,,,
6371,Hue Brewery Ltd,,Hue Beer,1090629836.0,,,,,,
6372,,,Spring Ale,1082944010.0,,,,,,
6373,,,Sierra Blanca Nut Brown Beer,1049745460.0,,,,,,
6374,,,Dutch Lager,1044615373.0,,,,,,
6375,,,,1040650167.0,,,,,,
6376,,,Winter Wobbler 2007,1040650417.0,,,,,,
6377,,,,1040650561.0,,,,,,
6378,,,Oettinger Hell,1055334352.0,,,,,,
6379,Park & Bellheimer Ag,,Bellheimer Naturtrub,1040653379.0,,,,,,
6380,,,Younger's Tartan Special,1040771695.0,,,,,,
6381,,,Deus (brut Des Flandres),1120531201.0,,,,,,
6382,,,,1072605661.0,,,,,,
6383,,,Old Bartholomew,1264965952.0,,,,,,
6384,,,Carolina Nut Brown Ale,1176119354.0,,,,,,
6385,,,Carolina Vienna Lager,1123707583.0,,,,,,
6386,Birra Tirana,,Birra Tirana,1283898778.0,,,,,,
6387,O'fallon Brewery,,O'fallon Winter Brew,1040894376.0,,,,,,
6388,,,,1292981460.0,,,,,,
6389,,,Gold,1120507244.0,,,,,,
6390,,,O'fallon Holiday Ale,1104546810.0,,,,,,
6391,,,Smoke (smoked Porter),1175737104.0,,,,,,
6392,,,O'fallon Spring Ale,1040896399.0,,,,,,
6393,,,Ginger Mild Brew,1131918728.0,,,,,,
6394,,,Bullfrog Susquehanna Stout,1120577560.0,,,,,,
6395,River City Brewing Company,,River City Pale Ale,1040912149.0,,,,,,
6396,,,Primus,1061346074.0,,,,,,
6397,,,Williamsburg Wheat Ale,1123374878.0,,,,,,
6398,,,Kirin Ichiban Maribana,1082384548.0,,,,,,
6399,,,"Kirin Kobe Beer, Bock Type Beer",1040929386.0,,,,,,
6400,,,Hopgarden Pale Ale,1130131519.0,,,,,,
6401,,,Zebulon's Peated Porter,1128263247.0,,,,,,
6402,Dom-brauerei Gmbh,,Dom Kölsch,1132853444.0,,,,,,
6403,Brasserie La Binchoise (malterie Des Remparts),,La Binchoise Blonde Tradition,1043924963.0,,,,,,
6404,,,La Binchoise Brune Tradition,1255393659.0,,,,,,
6405,,,Kraftbräu Winter Alt,1041006081.0,,,,,,
6406,,,French Creek Helles,1091651355.0,,,,,,
6407,,,Dark Horse Fore Smoked Stout,1212712629.0,,,,,,
6408,,,Blackhorse,1041016631.0,,,,,,
6409,,,,1057870595.0,,,,,,
6410,,,English Bay Pale Ale,1280970382.0,,,,,,
6411,,,Hitachino Nest Pale Ale,1317674152.0,,,,,,
6412,,,Tin Lizzie Wheat,1041025089.0,,,,,,
6413,,,Gayles / Pioneer Pale Ale,1041025470.0,,,,,,
6414,,,Dunkel Lager,1041025841.0,,,,,,
6415,,,Hitachino Nest Stout,1056143428.0,,,,,,
6416,,,,1042964583.0,,,,,,
6417,,,,1042959818.0,,,,,,
6418,,,Old Powerhouse Lager,1042963677.0,,,,,,
6419,,,Winter Bock,1074051162.0,,,,,,
6420,Lake Superior Brewing,,Sandstone Pale Ale,1054461169.0,,,,,,
6421,,,Lindemans Faro Lambic,1293480169.0,,,,,,
6422,,,Kuurnse Witte,1042127332.0,,,,,,
6423,,,Noche Buena,1227240277.0,,,,,,
6424,Brouwerij Kerkom,,Bink Winterkoninkske,1199142429.0,,,,,,
6425,,,Black Bear Stout,1200932981.0,,,,,,
6426,,,Barrington Yule Fuel,1109025566.0,,,,,,
6427,,,St. Andrews Winter Ale,1244069301.0,,,,,,
6428,,,,1079839978.0,,,,,,
6429,Hair Of The Frog Brewery,,Hair Of The Frog Porter,1041117227.0,,,,,,
6430,,,Hair Of The Frog Cherry Porter,1041117521.0,,,,,,
6431,,,Centennial Silver Foam,1164081857.0,,,,,,
6432,,,,1041118213.0,,,,,,
6433,,,River City Red,1230080248.0,,,,,,
6434,,,Schlafly Wheat Ale,1041361927.0,,,,,,
6435,,,Schlafly Porter,1315099429.0,,,,,,
6436,,,Hitachino Nest Extra High (xh),1215475119.0,,,,,,
6437,,,Hitachino Nest Amber Ale,1209999015.0,,,,,,
6438,,,Stoudt's Mcgillin's Real Ale,1041157756.0,,,,,,
6439,,,Bodacious Bitter,1043082534.0,,,,,,
6440,,,Black Mountain Ocotillo Amber,1128115856.0,,,,,,
6441,Brasserie Saint-monon,,Saint-monon Brune,1041160676.0,,,,,,
6442,,,Saint-monon Ambrée,1206564576.0,,,,,,
6443,,,Lumberjack Dark,1192053219.0,,,,,,
6444,,,Elsie's Cream Stout,1041172881.0,,,,,,
6445,Mission Springs Brewing Company,,,1041180099.0,,,,,,
6446,Brasserie Val De Sambre,,Abbaye D'aulne Alleluia,1066185933.0,,,,,,
6447,,,,1171063753.0,,,,,,
6448,,,Chaotic Chemistry,1143342398.0,,,,,,
6449,,,Continental Wheat Ale,1041212047.0,,,,,,
6450,,,,1042991648.0,,,,,,
6451,,,American Esb,1042989988.0,,,,,,
6452,,,Maple Oatmeal (maypo) Stout,1042990996.0,,,,,,
6453,,,Kanenitza Tamno,1228318714.0,,,,,,
6454,,,Barrington Esb,1215656406.0,,,,,,
6455,,,Barrington Hopland Pale Ale,1060971767.0,,,,,,
6456,,,Dortmunder Export Special Lager,1041232015.0,,,,,,
6457,,,Legend Lager,1214104531.0,,,,,,
6458,,,,1041252860.0,,,,,,
6459,,,Cantillon Lambic,1314319620.0,,,,,,
6460,Hochstiftliches Brauhaus,,Will-brau Ur-bock,1070227195.0,,,,,,
6461,,,Abbaye De Brogne Brune,1041262820.0,,,,,,
6462,,,Cantillon Faro,1280495813.0,,,,,,
6463,,,Pabst Genuine Draft Lite,1046463382.0,,,,,,
6464,,,Cabin Fever Ale,1291261310.0,,,,,,
6465,,,,1127338290.0,,,,,,
6466,,,Tanzelfest,1041279822.0,,,,,,
6467,San Francisco Brewing Company,,Shanghaipa,1145822338.0,,,,,,
6468,,,Quarterbock Beer,1107190843.0,,,,,,
6469,,,Portsmouth Extra Special Bitter,1120609930.0,,,,,,
6470,,,Schlafly Hop Harvest Ale,1255300834.0,,,,,,
6471,,,Lucky Lager Extra,1291099241.0,,,,,,
6472,,,Das Echte Maerzen,1041393622.0,,,,,,
6473,Thunderhead Brewing Company,,Holiday Brown,1041408334.0,,,,,,
6474,,,Work Beer,1065289030.0,,,,,,
6475,,,Barrington India Pale Ale,1291174186.0,,,,,,
6476,,,Abdij Van 't Park Blond,1041427751.0,,,,,,
6477,,,Pater Lieven (kerst Pater Special) Christmas,1260738459.0,,,,,,
6478,,,Barrington Brown Ale,1042904681.0,,,,,,
6479,,,Brick Amber Dry,1063735025.0,,,,,,
6480,,,Trappist Triple,1041442814.0,,,,,,
6481,,,Xxxmas Ale,1135309905.0,,,,,,
6482,,,Dojlidy Classic,1051898292.0,,,,,,
6483,Great Dane Pub & Brewing Company (fitchburg),,Old Scratch Barleywine,1041455888.0,,,,,,
6484,,,New Peculiar,1041456822.0,,,,,,
6485,,,Trouble Winter Ale,1041458461.0,,,,,,
